Id,SalePrice
1461,454.3747915525897
1462,670.8062035927376
1463,795.6347480093452
1464,784.0887368855356
1465,646.7378031262953
1466,801.9310679634157
1467,599.5064697146341
1468,714.8699687632336
1469,675.611902237753
1470,447.9027598967156
1471,677.4745291144757
1472,482.5374991000339
1473,532.5506281187194
1474,712.9740318907805
1475,425.1985162280344
1476,1146.0671662878551
1477,778.4712922843693
1478,855.3275251110645
1479,917.0395609416255
1480,1358.114730986761
1481,1109.9098788707875
1482,691.638977466546
1483,668.5056274190982
1484,579.3795645580797
1485,658.5209678438301
1486,841.1547148336922
1487,1212.6172869587285
1488,803.8833464322869
1489,615.777038767247
1490,740.2875432311897
1491,806.3176675400293
1492,505.65383345022406
1493,743.052214015656
1494,1140.1767981855844
1495,1088.368804103055
1496,750.3547462871707
1497,816.3615432514085
1498,585.5748974354516
1499,585.5748974354516
1500,602.1499228282984
1501,735.4753400615521
1502,527.5219587687872
1503,723.6072057829532
1504,899.0296925012093
1505,752.343334541963
1506,920.1390951170087
1507,1209.237620926459
1508,927.4677383110921
1509,795.5654057225208
1510,622.4621559120908
1511,610.9969888032151
1512,761.0220427200939
1513,849.2956902498258
1514,869.5028979936341
1515,1188.331026583246
1516,756.6356995065051
1517,568.9347467978868
1518,807.8555898785966
1519,746.3641851498382
1520,577.9904031422624
1521,609.3949913100523
1522,784.1355804504515
1523,656.7315805494317
1524,531.5193023295477
1525,492.7386704132055
1526,500.72246961341983
1527,484.6506711025057
1528,604.0115623428676
1529,594.0324193498408
1530,703.8074354025913
1531,887.0370165514831
1532,474.61169663105125
1533,679.7638991265236
1534,616.8781418427384
1535,800.7906875331059
1536,620.3511999411849
1537,417.20688474636336
1538,766.481605850889
1539,1070.9847152128834
1540,1082.4942551857412
1541,715.2005549229303
1542,789.6913648114489
1543,1005.2451802244111
1544,389.3716892147645
1545,554.0250382467618
1546,582.4825884302156
1547,710.6229108701436
1548,691.6586968791925
1549,508.5682923619852
1550,752.3847227058185
1551,542.5879503969913
1552,948.143226744887
1553,758.1645968019942
1554,644.8037137817759
1555,834.2168494845438
1556,599.3376845522633
1557,695.5429069066656
1558,455.0991039196676
1559,905.4222524484192
1560,816.475333805006
1561,921.2586079224856
1562,451.8991936724702
1563,438.93703358628096
1564,690.87129670088
1565,700.6932785965008
1566,745.5841263330784
1567,381.5839130060996
1568,965.3872765142758
1569,787.9451248687852
1570,529.1380071369003
1571,743.8664726028288
1572,592.4330987822275
1573,760.3596079213764
1574,653.6377989529966
1575,722.9143010738222
1576,876.6570062583729
1577,617.7736577986879
1578,701.3494368596533
1579,486.08762538263096
1580,823.2439918367627
1581,519.7157812048298
1582,445.0173700410509
1583,994.7979492202921
1584,1017.001268578878
1585,431.24292944392
1586,304.3839490885361
1587,481.10072647373875
1588,604.4342283752696
1589,553.1880520392431
1590,551.5929011321988
1591,486.576902985209
1592,647.4601843947008
1593,435.0594904205323
1594,1235.293926011997
1595,811.2376349711855
1596,1050.250411223547
1597,1052.979148267266
1598,788.6221280854872
1599,522.2853778212715
1600,602.3645604935623
1601,274.9333359402639
1602,543.1412767458264
1603,475.5802861965903
1604,827.3769074289023
1605,933.2213170574374
1606,647.5046167653421
1607,1026.1273486833788
1608,679.3147113779951
1609,613.7830966613554
1610,690.7447676340033
1611,631.4804502060109
1612,721.2422468475983
1613,678.3591069431848
1614,479.3277458583301
1615,533.1025399091627
1616,533.1025399091627
1617,533.1956961951594
1618,443.5763193405325
1619,423.61461550931256
1620,1177.632554919485
1621,620.4814524995251
1622,723.7401251574123
1623,903.0664437623412
1624,881.4499398145639
1625,447.9778194082713
1626,723.2560506390769
1627,786.6104024965659
1628,1101.7519981859991
1629,776.1334288705493
1630,1254.7859010964346
1631,743.3323971984646
1632,867.8603387008748
1633,662.2099102726153
1634,799.8281135603917
1635,735.5791390923806
1636,601.3582035067278
1637,943.6943318854818
1638,987.36549712873
1639,832.7799811094775
1640,1283.3590021428445
1641,839.3041707883433
1642,913.8774303382398
1643,914.0058378261195
1644,881.7933228490398
1645,816.3753515629774
1646,564.7376532207082
1647,602.6227646486276
1648,596.5516162377004
1649,531.4158520858932
1650,438.9300204202042
1651,438.93269734575375
1652,482.54285295113306
1653,482.5401760255835
1654,753.7808931459367
1655,534.5036025409119
1656,712.9793857418795
1657,753.7862469970358
1658,712.9820626674291
1659,425.201193153584
1660,557.5796095967154
1661,1355.4659793193014
1662,1302.9838370301948
1663,1015.8478954119732
1664,1340.399080988393
1665,874.2780058936817
1666,897.0974629571616
1667,1229.2034632136679
1668,877.6259644641415
1669,771.1283983404078
1670,908.9667228235004
1671,885.9401325622383
1672,1231.1802582204998
1673,1158.5325570716825
1674,809.0864839193373
1675,685.4541353191754
1676,659.5328879425869
1677,685.2767783926473
1678,1251.222525657037
1679,1105.4617360972666
1680,947.966061376767
1681,734.4374559028213
1682,862.1981222529625
1683,708.977770664374
1684,708.6637854628449
1685,724.9110034227351
1686,616.7633021179945
1687,658.5209678438301
1688,794.1953491673454
1689,776.7449106162984
1690,725.8510145883138
1691,654.801324005695
1692,967.6576234229934
1693,658.5209678438301
1694,737.74527214815
1695,684.442611090659
1696,1121.047605319199
1697,684.442611090659
1698,1304.652601339025
1699,1035.7660855207494
1700,1000.9210721720248
1701,1083.8524308474036
1702,854.238415382694
1703,833.7401241133729
1704,857.2266516159817
1705,722.1914798207375
1706,1248.9965411587657
1707,724.4442066127802
1708,707.4956987127031
1709,771.5873105147235
1710,727.8334863492743
1711,871.9359029546663
1712,923.9385866539966
1713,836.8307838923189
1714,782.7536285823569
1715,802.8643970823794
1716,615.7934513931488
1717,577.4073889291891
1718,585.6005147062604
1719,877.3173088122049
1720,762.5063708094901
1721,563.9429258633229
1722,563.5669820893812
1723,563.7181435566258
1724,731.5108064182978
1725,1023.6228799530804
1726,838.5368848916542
1727,672.453357747638
1728,748.4562418401914
1729,680.7390050577004
1730,880.048730940725
1731,496.83309553873266
1732,439.0060975423317
1733,438.9182951074342
1734,516.8124185772475
1735,462.8509542292304
1736,462.84827730368085
1737,1012.6818588856755
1738,855.8347594274825
1739,1449.0436056086319
1740,868.9048398378355
1741,630.7134456854993
1742,735.4753400615521
1743,705.4869008561417
1744,853.070657202815
1745,875.9332961476922
1746,1179.8452485905511
